filepath,label
data\lisa\train\red\daySequence2--05926.jpg,red
data\lisa\train\red\daySequence2--05927.jpg,red
data\lisa\train\red\daySequence2--05928.jpg,red
data\lisa\train\red\daySequence2--05929.jpg,red
data\lisa\train\red\daySequence2--05930.jpg,red
data\lisa\train\red\daySequence2--05931.jpg,red
data\lisa\train\red\daySequence2--05932.jpg,red
data\lisa\train\red\daySequence2--05933.jpg,red
data\lisa\train\red\daySequence2--05934.jpg,red
data\lisa\train\red\daySequence2--05935.jpg,red
data\lisa\train\red\daySequence2--05936.jpg,red
data\lisa\train\red\daySequence2--05937.jpg,red
data\lisa\train\red\daySequence2--05938.jpg,red
data\lisa\train\red\daySequence2--05939.jpg,red
data\lisa\train\red\daySequence2--05940.jpg,red
data\lisa\train\red\daySequence2--05941.jpg,red
data\lisa\train\red\daySequence2--05942.jpg,red
data\lisa\train\red\daySequence2--05943.jpg,red
data\lisa\train\red\daySequence2--05944.jpg,red
data\lisa\train\red\daySequence2--05945.jpg,red
data\lisa\train\red\daySequence2--05946.jpg,red
data\lisa\train\red\daySequence2--05948.jpg,red
data\lisa\train\red\daySequence2--05949.jpg,red
data\lisa\train\red\daySequence2--05950.jpg,red
data\lisa\train\red\daySequence2--05951.jpg,red
data\lisa\train\red\daySequence2--05952.jpg,red
data\lisa\train\red\daySequence2--05953.jpg,red
data\lisa\train\red\daySequence2--05954.jpg,red
data\lisa\train\red\daySequence2--05955.jpg,red
data\lisa\train\red\daySequence2--05956.jpg,red
data\lisa\train\red\daySequence2--05957.jpg,red
data\lisa\train\red\daySequence2--05958.jpg,red
data\lisa\train\red\daySequence2--05959.jpg,red
data\lisa\train\red\daySequence2--05960.jpg,red
data\lisa\train\red\daySequence2--05961.jpg,red
data\lisa\train\red\daySequence2--05962.jpg,red
data\lisa\train\red\daySequence2--05963.jpg,red
data\lisa\train\red\daySequence2--05964.jpg,red
data\lisa\train\red\daySequence2--05965.jpg,red
data\lisa\train\red\daySequence2--05966.jpg,red
data\lisa\train\red\daySequence2--05967.jpg,red
data\lisa\train\red\daySequence2--05968.jpg,red
data\lisa\train\red\daySequence2--05969.jpg,red
data\lisa\train\red\daySequence2--05970.jpg,red
data\lisa\train\red\daySequence2--05971.jpg,red
data\lisa\train\red\daySequence2--05972.jpg,red
data\lisa\train\red\daySequence2--05973.jpg,red
data\lisa\train\red\daySequence2--05974.jpg,red
data\lisa\train\red\daySequence2--05975.jpg,red
data\lisa\train\red\daySequence2--05976.jpg,red
data\lisa\train\red\daySequence2--05977.jpg,red
data\lisa\train\red\daySequence2--05978.jpg,red
data\lisa\train\red\daySequence2--05979.jpg,red
data\lisa\train\red\daySequence2--05980.jpg,red
data\lisa\train\red\daySequence2--05981.jpg,red
data\lisa\train\red\daySequence2--05982.jpg,red
data\lisa\train\red\daySequence2--05983.jpg,red
data\lisa\train\red\daySequence2--05984.jpg,red
data\lisa\train\red\daySequence2--05985.jpg,red
data\lisa\train\red\daySequence2--05986.jpg,red
data\lisa\train\red\daySequence2--05987.jpg,red
data\lisa\train\red\daySequence2--05988.jpg,red
data\lisa\train\red\daySequence2--05989.jpg,red
data\lisa\train\red\daySequence2--05990.jpg,red
data\lisa\train\red\daySequence2--05991.jpg,red
data\lisa\train\red\daySequence2--05992.jpg,red
data\lisa\train\red\daySequence2--05993.jpg,red
data\lisa\train\red\daySequence2--05994.jpg,red
data\lisa\train\red\daySequence2--05995.jpg,red
data\lisa\train\red\daySequence2--05996.jpg,red
data\lisa\train\red\daySequence2--05997.jpg,red
data\lisa\train\red\daySequence2--05998.jpg,red
data\lisa\train\red\daySequence2--05999.jpg,red
data\lisa\train\red\daySequence2--06000.jpg,red
data\lisa\train\red\daySequence2--06001.jpg,red
data\lisa\train\red\daySequence2--06002.jpg,red
data\lisa\train\red\daySequence2--06003.jpg,red
data\lisa\train\red\daySequence2--06004.jpg,red
data\lisa\train\red\daySequence2--06005.jpg,red
data\lisa\train\red\daySequence2--06006.jpg,red
data\lisa\train\red\daySequence2--06007.jpg,red
data\lisa\train\red\daySequence2--06008.jpg,red
data\lisa\train\red\daySequence2--06009.jpg,red
data\lisa\train\red\daySequence2--06010.jpg,red
data\lisa\train\red\daySequence2--06011.jpg,red
data\lisa\train\red\daySequence2--06012.jpg,red
data\lisa\train\red\daySequence2--06013.jpg,red
data\lisa\train\red\daySequence2--06014.jpg,red
data\lisa\train\red\daySequence2--06015.jpg,red
data\lisa\train\red\daySequence2--06016.jpg,red
data\lisa\train\red\daySequence2--06017.jpg,red
data\lisa\train\red\daySequence2--06018.jpg,red
data\lisa\train\red\daySequence2--06019.jpg,red
data\lisa\train\red\daySequence2--06020.jpg,red
data\lisa\train\red\daySequence2--06021.jpg,red
data\lisa\train\red\daySequence2--06022.jpg,red
data\lisa\train\red\daySequence2--06023.jpg,red
data\lisa\train\red\daySequence2--06024.jpg,red
data\lisa\train\red\daySequence2--06025.jpg,red
data\lisa\train\red\daySequence2--06026.jpg,red
data\lisa\train\red\daySequence2--06027.jpg,red
data\lisa\train\red\daySequence2--06028.jpg,red
data\lisa\train\red\daySequence2--06029.jpg,red
data\lisa\train\red\daySequence2--06030.jpg,red
data\lisa\train\red\daySequence2--06031.jpg,red
data\lisa\train\red\daySequence2--06032.jpg,red
data\lisa\train\red\daySequence2--06033.jpg,red
data\lisa\train\red\daySequence2--06034.jpg,red
data\lisa\train\red\daySequence2--06035.jpg,red
data\lisa\train\red\daySequence2--06036.jpg,red
data\lisa\train\red\daySequence2--06037.jpg,red
data\lisa\train\red\daySequence2--06038.jpg,red
data\lisa\train\red\daySequence2--06039.jpg,red
data\lisa\train\red\daySequence2--06040.jpg,red
data\lisa\train\red\daySequence2--06041.jpg,red
data\lisa\train\red\daySequence2--06042.jpg,red
data\lisa\train\red\daySequence2--06043.jpg,red
data\lisa\train\red\daySequence2--06044.jpg,red
data\lisa\train\red\daySequence2--06045.jpg,red
data\lisa\train\red\daySequence2--06046.jpg,red
data\lisa\train\red\daySequence2--06047.jpg,red
data\lisa\train\red\daySequence2--06048.jpg,red
data\lisa\train\red\daySequence2--06049.jpg,red
data\lisa\train\red\daySequence2--06050.jpg,red
data\lisa\train\red\daySequence2--06051.jpg,red
data\lisa\train\red\daySequence2--06052.jpg,red
data\lisa\train\red\daySequence2--06053.jpg,red
data\lisa\train\red\daySequence2--06054.jpg,red
data\lisa\train\red\daySequence2--06055.jpg,red
data\lisa\train\red\daySequence2--06056.jpg,red
data\lisa\train\red\daySequence2--06057.jpg,red
data\lisa\train\red\daySequence2--06058.jpg,red
data\lisa\train\red\daySequence2--06059.jpg,red
data\lisa\train\red\daySequence2--06060.jpg,red
data\lisa\train\red\daySequence2--06061.jpg,red
data\lisa\train\red\daySequence2--06062.jpg,red
data\lisa\train\red\daySequence2--06063.jpg,red
data\lisa\train\red\daySequence2--06064.jpg,red
data\lisa\train\red\daySequence2--06065.jpg,red
data\lisa\train\red\daySequence2--06066.jpg,red
data\lisa\train\red\daySequence2--06067.jpg,red
data\lisa\train\red\daySequence2--06068.jpg,red
data\lisa\train\red\daySequence2--06069.jpg,red
data\lisa\train\red\daySequence2--06070.jpg,red
data\lisa\train\red\daySequence2--06071.jpg,red
data\lisa\train\red\daySequence2--06072.jpg,red
data\lisa\train\red\daySequence2--06073.jpg,red
data\lisa\train\red\daySequence2--06074.jpg,red
data\lisa\train\red\daySequence2--06075.jpg,red
data\lisa\train\red\daySequence2--06076.jpg,red
data\lisa\train\red\daySequence2--06077.jpg,red
data\lisa\train\red\daySequence2--06078.jpg,red
data\lisa\train\red\daySequence2--06079.jpg,red
data\lisa\train\red\daySequence2--06080.jpg,red
data\lisa\train\red\daySequence2--06081.jpg,red
data\lisa\train\red\daySequence2--06082.jpg,red
data\lisa\train\red\daySequence2--06083.jpg,red
data\lisa\train\red\daySequence2--06084.jpg,red
data\lisa\train\red\daySequence2--06085.jpg,red
data\lisa\train\red\daySequence2--06086.jpg,red
data\lisa\train\red\daySequence2--06087.jpg,red
data\lisa\train\red\daySequence2--06088.jpg,red
data\lisa\train\red\daySequence2--06089.jpg,red
data\lisa\train\red\daySequence2--06090.jpg,red
data\lisa\train\red\daySequence2--06091.jpg,red
data\lisa\train\red\daySequence2--06092.jpg,red
data\lisa\train\red\daySequence2--06093.jpg,red
data\lisa\train\red\daySequence2--06094.jpg,red
data\lisa\train\red\daySequence2--06095.jpg,red
data\lisa\train\red\daySequence2--06096.jpg,red
data\lisa\train\red\daySequence2--06097.jpg,red
data\lisa\train\red\daySequence2--06098.jpg,red
data\lisa\train\red\daySequence2--06099.jpg,red
data\lisa\train\red\daySequence2--06100.jpg,red
data\lisa\train\red\daySequence2--06101.jpg,red
data\lisa\train\red\daySequence2--06102.jpg,red
data\lisa\train\red\daySequence2--06103.jpg,red
data\lisa\train\red\daySequence2--06104.jpg,red
data\lisa\train\red\daySequence2--06105.jpg,red
data\lisa\train\red\daySequence2--06106.jpg,red
data\lisa\train\red\daySequence2--06107.jpg,red
data\lisa\train\red\daySequence2--06108.jpg,red
data\lisa\train\red\daySequence2--06109.jpg,red
data\lisa\train\red\daySequence2--06110.jpg,red
data\lisa\train\red\daySequence2--06111.jpg,red
data\lisa\train\red\daySequence2--06112.jpg,red
data\lisa\train\red\daySequence2--06113.jpg,red
data\lisa\train\red\daySequence2--06114.jpg,red
data\lisa\train\red\daySequence2--06115.jpg,red
data\lisa\train\red\daySequence2--06116.jpg,red
data\lisa\train\red\daySequence2--06117.jpg,red
data\lisa\train\red\daySequence2--06118.jpg,red
data\lisa\train\red\daySequence2--06119.jpg,red
data\lisa\train\red\daySequence2--06120.jpg,red
data\lisa\train\red\daySequence2--06121.jpg,red
data\lisa\train\red\daySequence2--06122.jpg,red
data\lisa\train\red\daySequence2--06123.jpg,red
data\lisa\train\red\daySequence2--06124.jpg,red
data\lisa\train\red\daySequence2--06125.jpg,red
data\lisa\train\red\daySequence2--06126.jpg,red
data\lisa\train\red\daySequence2--06127.jpg,red
data\lisa\train\red\daySequence2--06128.jpg,red
data\lisa\train\red\daySequence2--06129.jpg,red
data\lisa\train\red\daySequence2--06130.jpg,red
data\lisa\train\red\daySequence2--06131.jpg,red
data\lisa\train\red\daySequence2--06132.jpg,red
data\lisa\train\red\daySequence2--06133.jpg,red
data\lisa\train\red\daySequence2--06134.jpg,red
data\lisa\train\red\daySequence2--06135.jpg,red
data\lisa\train\red\daySequence2--06136.jpg,red
data\lisa\train\red\daySequence2--06137.jpg,red
data\lisa\train\red\daySequence2--06138.jpg,red
data\lisa\train\red\daySequence2--06139.jpg,red
data\lisa\train\red\daySequence2--06140.jpg,red
data\lisa\train\red\daySequence2--06141.jpg,red
data\lisa\train\red\daySequence2--06142.jpg,red
data\lisa\train\red\daySequence2--06143.jpg,red
data\lisa\train\red\daySequence2--06144.jpg,red
data\lisa\train\red\daySequence2--06145.jpg,red
data\lisa\train\red\daySequence2--06146.jpg,red
data\lisa\train\red\daySequence2--06147.jpg,red
data\lisa\train\red\daySequence2--06148.jpg,red
data\lisa\train\red\daySequence2--06149.jpg,red
data\lisa\train\red\daySequence2--06150.jpg,red
data\lisa\train\red\daySequence2--06151.jpg,red
data\lisa\train\red\daySequence2--06152.jpg,red
data\lisa\train\red\daySequence2--06153.jpg,red
data\lisa\train\red\daySequence2--06154.jpg,red
data\lisa\train\red\daySequence2--06155.jpg,red
data\lisa\train\red\daySequence2--06156.jpg,red
data\lisa\train\red\daySequence2--06157.jpg,red
data\lisa\train\red\daySequence2--06158.jpg,red
data\lisa\train\red\daySequence2--06159.jpg,red
data\lisa\train\red\daySequence2--06160.jpg,red
data\lisa\train\red\daySequence2--06161.jpg,red
data\lisa\train\red\daySequence2--06162.jpg,red
data\lisa\train\red\daySequence2--06163.jpg,red
data\lisa\train\red\daySequence2--06164.jpg,red
data\lisa\train\red\daySequence2--06165.jpg,red
data\lisa\train\red\daySequence2--06166.jpg,red
data\lisa\train\red\daySequence2--06167.jpg,red
data\lisa\train\red\daySequence2--06168.jpg,red
data\lisa\train\red\daySequence2--06169.jpg,red
data\lisa\train\red\daySequence2--06170.jpg,red
data\lisa\train\red\daySequence2--06171.jpg,red
data\lisa\train\red\daySequence2--06172.jpg,red
data\lisa\train\red\daySequence2--06173.jpg,red
data\lisa\train\red\daySequence2--06174.jpg,red
data\lisa\train\red\daySequence2--06175.jpg,red
data\lisa\train\red\daySequence2--06176.jpg,red
data\lisa\train\red\daySequence2--06177.jpg,red
data\lisa\train\red\daySequence2--06178.jpg,red
data\lisa\train\red\daySequence2--06179.jpg,red
data\lisa\train\red\daySequence2--06180.jpg,red
data\lisa\train\red\daySequence2--06181.jpg,red
data\lisa\train\red\daySequence2--06182.jpg,red
data\lisa\train\red\daySequence2--06183.jpg,red
data\lisa\train\red\daySequence2--06184.jpg,red
data\lisa\train\red\daySequence2--06185.jpg,red
data\lisa\train\red\daySequence2--06186.jpg,red
data\lisa\train\red\daySequence2--06187.jpg,red
data\lisa\train\red\daySequence2--06188.jpg,red
data\lisa\train\red\daySequence2--06189.jpg,red
data\lisa\train\red\daySequence2--06190.jpg,red
data\lisa\train\red\daySequence2--06191.jpg,red
data\lisa\train\red\daySequence2--06192.jpg,red
data\lisa\train\red\daySequence2--06193.jpg,red
data\lisa\train\red\daySequence2--06194.jpg,red
data\lisa\train\red\daySequence2--06195.jpg,red
data\lisa\train\red\daySequence2--06196.jpg,red
data\lisa\train\red\daySequence2--06197.jpg,red
data\lisa\train\red\daySequence2--06198.jpg,red
data\lisa\train\red\daySequence2--06199.jpg,red
data\lisa\train\red\daySequence2--06200.jpg,red
data\lisa\train\red\daySequence2--06201.jpg,red
data\lisa\train\red\daySequence2--06202.jpg,red
data\lisa\train\red\daySequence2--06203.jpg,red
data\lisa\train\red\daySequence2--06204.jpg,red
data\lisa\train\red\daySequence2--06205.jpg,red
data\lisa\train\red\daySequence2--06206.jpg,red
data\lisa\train\red\daySequence2--06207.jpg,red
data\lisa\train\red\daySequence2--06208.jpg,red
data\lisa\train\red\daySequence2--06209.jpg,red
data\lisa\train\red\daySequence2--06210.jpg,red
data\lisa\train\red\daySequence2--06211.jpg,red
data\lisa\train\red\daySequence2--06212.jpg,red
data\lisa\train\red\daySequence2--06213.jpg,red
data\lisa\train\red\daySequence2--06214.jpg,red
data\lisa\train\red\daySequence2--06215.jpg,red
data\lisa\train\red\daySequence2--06216.jpg,red
data\lisa\train\red\daySequence2--06217.jpg,red
data\lisa\train\red\daySequence2--06218.jpg,red
data\lisa\train\red\daySequence2--06219.jpg,red
data\lisa\train\red\daySequence2--06220.jpg,red
data\lisa\train\red\daySequence2--06221.jpg,red
data\lisa\train\red\daySequence2--06222.jpg,red
data\lisa\train\red\daySequence2--06223.jpg,red
data\lisa\train\red\daySequence2--06224.jpg,red
data\lisa\train\red\daySequence2--06225.jpg,red
data\lisa\train\red\daySequence2--06226.jpg,red
data\lisa\train\red\daySequence2--06228.jpg,red
data\lisa\train\red\daySequence2--06229.jpg,red
data\lisa\train\red\daySequence2--06230.jpg,red
data\lisa\train\red\daySequence2--06231.jpg,red
data\lisa\train\red\daySequence2--06232.jpg,red
data\lisa\train\red\daySequence2--06233.jpg,red
data\lisa\train\red\daySequence2--06234.jpg,red
data\lisa\train\red\daySequence2--06235.jpg,red
data\lisa\train\red\daySequence2--06236.jpg,red
data\lisa\train\red\daySequence2--06237.jpg,red
data\lisa\train\red\daySequence2--06238.jpg,red
data\lisa\train\red\daySequence2--06239.jpg,red
data\lisa\train\red\daySequence2--06240.jpg,red
data\lisa\train\red\daySequence2--06241.jpg,red
data\lisa\train\red\daySequence2--06242.jpg,red
data\lisa\train\red\daySequence2--06243.jpg,red
data\lisa\train\red\daySequence2--06244.jpg,red
data\lisa\train\red\daySequence2--06245.jpg,red
data\lisa\train\red\daySequence2--06246.jpg,red
data\lisa\train\red\daySequence2--06247.jpg,red
data\lisa\train\red\daySequence2--06248.jpg,red
data\lisa\train\red\daySequence2--06249.jpg,red
data\lisa\train\red\daySequence2--06250.jpg,red
data\lisa\train\red\daySequence2--06251.jpg,red
data\lisa\train\red\daySequence2--06252.jpg,red
data\lisa\train\red\daySequence2--06253.jpg,red
data\lisa\train\red\daySequence2--06254.jpg,red
data\lisa\train\red\daySequence2--06255.jpg,red
data\lisa\train\red\daySequence2--06256.jpg,red
data\lisa\train\red\daySequence2--06257.jpg,red
data\lisa\train\red\daySequence2--06258.jpg,red
data\lisa\train\red\daySequence2--06259.jpg,red
data\lisa\train\red\daySequence2--06260.jpg,red
data\lisa\train\red\daySequence2--06261.jpg,red
data\lisa\train\red\daySequence2--06262.jpg,red
data\lisa\train\red\daySequence2--06263.jpg,red
data\lisa\train\red\daySequence2--06264.jpg,red
data\lisa\train\red\daySequence2--06265.jpg,red
data\lisa\train\red\daySequence2--06266.jpg,red
data\lisa\train\red\daySequence2--06267.jpg,red
data\lisa\train\red\daySequence2--06268.jpg,red
data\lisa\train\red\daySequence2--06269.jpg,red
data\lisa\train\red\daySequence2--06270.jpg,red
data\lisa\train\red\daySequence2--06271.jpg,red
data\lisa\train\red\daySequence2--06272.jpg,red
data\lisa\train\red\daySequence2--06273.jpg,red
data\lisa\train\red\daySequence2--06274.jpg,red
data\lisa\train\red\daySequence2--06275.jpg,red
data\lisa\train\red\daySequence2--06276.jpg,red
data\lisa\train\red\daySequence2--06277.jpg,red
data\lisa\train\red\daySequence2--06278.jpg,red
data\lisa\train\red\daySequence2--06279.jpg,red
data\lisa\train\red\daySequence2--06280.jpg,red
data\lisa\train\red\daySequence2--06281.jpg,red
data\lisa\train\red\daySequence2--06282.jpg,red
data\lisa\train\red\daySequence2--06283.jpg,red
data\lisa\train\red\daySequence2--06284.jpg,red
data\lisa\train\red\daySequence2--06285.jpg,red
data\lisa\train\red\daySequence2--06286.jpg,red
data\lisa\train\red\daySequence2--06287.jpg,red
data\lisa\train\red\daySequence2--06288.jpg,red
data\lisa\train\red\daySequence2--06289.jpg,red
data\lisa\train\red\daySequence2--06290.jpg,red
data\lisa\train\red\daySequence2--06291.jpg,red
data\lisa\train\red\daySequence2--06292.jpg,red
data\lisa\train\red\daySequence2--06293.jpg,red
data\lisa\train\red\daySequence2--06294.jpg,red
data\lisa\train\red\daySequence2--06295.jpg,red
data\lisa\train\red\daySequence2--06296.jpg,red
data\lisa\train\red\daySequence2--06297.jpg,red
data\lisa\train\red\daySequence2--06298.jpg,red
data\lisa\train\red\daySequence2--06299.jpg,red
data\lisa\train\red\daySequence2--06300.jpg,red
data\lisa\train\red\daySequence2--06301.jpg,red
data\lisa\train\red\daySequence2--06302.jpg,red
data\lisa\train\red\daySequence2--06303.jpg,red
data\lisa\train\red\daySequence2--06304.jpg,red
data\lisa\train\red\daySequence2--06305.jpg,red
data\lisa\train\red\daySequence2--06306.jpg,red
data\lisa\train\red\daySequence2--06307.jpg,red
data\lisa\train\red\daySequence2--06308.jpg,red
data\lisa\train\red\daySequence2--06309.jpg,red
data\lisa\train\red\daySequence2--06310.jpg,red
data\lisa\train\red\daySequence2--06311.jpg,red
data\lisa\train\red\daySequence2--06312.jpg,red
data\lisa\train\red\daySequence2--06313.jpg,red
data\lisa\train\red\daySequence2--06314.jpg,red
data\lisa\train\red\daySequence2--06315.jpg,red
data\lisa\train\red\daySequence2--06316.jpg,red
data\lisa\train\red\daySequence2--06317.jpg,red
data\lisa\train\red\daySequence2--06318.jpg,red
data\lisa\train\red\daySequence2--06319.jpg,red
data\lisa\train\red\daySequence2--06320.jpg,red
data\lisa\train\red\daySequence2--06321.jpg,red
data\lisa\train\red\daySequence2--06322.jpg,red
data\lisa\train\red\daySequence2--06323.jpg,red
data\lisa\train\red\daySequence2--06324.jpg,red
data\lisa\train\red\daySequence2--06325.jpg,red
data\lisa\train\red\daySequence2--06326.jpg,red
data\lisa\train\red\daySequence2--06327.jpg,red
data\lisa\train\red\daySequence2--06328.jpg,red
data\lisa\train\red\daySequence2--06329.jpg,red
data\lisa\train\red\daySequence2--06330.jpg,red
data\lisa\train\red\daySequence2--06331.jpg,red
data\lisa\train\red\daySequence2--06332.jpg,red
data\lisa\train\red\daySequence2--06333.jpg,red
data\lisa\train\red\daySequence2--06334.jpg,red
data\lisa\train\red\daySequence2--06335.jpg,red
data\lisa\train\red\daySequence2--06336.jpg,red
data\lisa\train\red\daySequence2--06337.jpg,red
data\lisa\train\red\daySequence2--06338.jpg,red
data\lisa\train\red\daySequence2--06339.jpg,red
data\lisa\train\red\daySequence2--06340.jpg,red
data\lisa\train\red\daySequence2--06341.jpg,red
data\lisa\train\red\daySequence2--06342.jpg,red
data\lisa\train\red\daySequence2--06343.jpg,red
data\lisa\train\red\daySequence2--06344.jpg,red
data\lisa\train\red\daySequence2--06345.jpg,red
data\lisa\train\red\daySequence2--06346.jpg,red
data\lisa\train\red\daySequence2--06347.jpg,red
data\lisa\train\red\daySequence2--06348.jpg,red
data\lisa\train\red\daySequence2--06349.jpg,red
data\lisa\train\red\daySequence2--06350.jpg,red
data\lisa\train\red\daySequence2--06351.jpg,red
data\lisa\train\red\daySequence2--06352.jpg,red
data\lisa\train\red\daySequence2--06353.jpg,red
data\lisa\train\red\daySequence2--06354.jpg,red
data\lisa\train\red\daySequence2--06355.jpg,red
data\lisa\train\red\daySequence2--06356.jpg,red
data\lisa\train\red\daySequence2--06357.jpg,red
data\lisa\train\red\daySequence2--06358.jpg,red
data\lisa\train\red\daySequence2--06359.jpg,red
data\lisa\train\red\daySequence2--06360.jpg,red
data\lisa\train\red\daySequence2--06361.jpg,red
data\lisa\train\red\daySequence2--06362.jpg,red
data\lisa\train\red\daySequence2--06363.jpg,red
data\lisa\train\red\daySequence2--06364.jpg,red
data\lisa\train\red\daySequence2--06365.jpg,red
data\lisa\train\red\daySequence2--06366.jpg,red
data\lisa\train\red\daySequence2--06367.jpg,red
data\lisa\train\red\daySequence2--06368.jpg,red
data\lisa\train\red\daySequence2--06369.jpg,red
data\lisa\train\red\daySequence2--06370.jpg,red
data\lisa\train\red\daySequence2--06371.jpg,red
data\lisa\train\red\daySequence2--06372.jpg,red
data\lisa\train\red\daySequence2--06373.jpg,red
data\lisa\train\red\daySequence2--06374.jpg,red
data\lisa\train\red\daySequence2--06375.jpg,red
data\lisa\train\red\daySequence2--06376.jpg,red
data\lisa\train\red\daySequence2--06377.jpg,red
data\lisa\train\red\daySequence2--06378.jpg,red
data\lisa\train\red\daySequence2--06379.jpg,red
data\lisa\train\red\daySequence2--06380.jpg,red
data\lisa\train\red\daySequence2--06381.jpg,red
data\lisa\train\red\daySequence2--06382.jpg,red
data\lisa\train\red\daySequence2--06383.jpg,red
data\lisa\train\red\daySequence2--06384.jpg,red
data\lisa\train\red\daySequence2--06385.jpg,red
data\lisa\train\red\daySequence2--06386.jpg,red
data\lisa\train\red\daySequence2--06387.jpg,red
data\lisa\train\red\daySequence2--06388.jpg,red
data\lisa\train\red\daySequence2--06389.jpg,red
data\lisa\train\red\daySequence2--06390.jpg,red
data\lisa\train\red\daySequence2--06391.jpg,red
data\lisa\train\red\daySequence2--06392.jpg,red
data\lisa\train\red\daySequence2--06393.jpg,red
data\lisa\train\red\daySequence2--06394.jpg,red
data\lisa\train\red\daySequence2--06395.jpg,red
data\lisa\train\red\daySequence2--06396.jpg,red
data\lisa\train\red\daySequence2--06397.jpg,red
data\lisa\train\red\daySequence2--06398.jpg,red
data\lisa\train\red\daySequence2--06399.jpg,red
data\lisa\train\red\daySequence2--06400.jpg,red
data\lisa\train\red\daySequence2--06401.jpg,red
data\lisa\train\red\daySequence2--06402.jpg,red
data\lisa\train\red\daySequence2--06403.jpg,red
data\lisa\train\red\daySequence2--06404.jpg,red
data\lisa\train\red\daySequence2--06405.jpg,red
data\lisa\train\red\daySequence2--06406.jpg,red
data\lisa\train\red\daySequence2--06407.jpg,red
data\lisa\train\red\daySequence2--06408.jpg,red
data\lisa\train\red\daySequence2--06409.jpg,red
data\lisa\train\red\daySequence2--06410.jpg,red
data\lisa\train\red\daySequence2--06411.jpg,red
data\lisa\train\red\daySequence2--06412.jpg,red
data\lisa\train\red\daySequence2--06413.jpg,red
data\lisa\train\red\daySequence2--06414.jpg,red
data\lisa\train\red\daySequence2--06415.jpg,red
data\lisa\train\red\daySequence2--06416.jpg,red
data\lisa\train\red\daySequence2--06417.jpg,red
data\lisa\train\red\daySequence2--06418.jpg,red
data\lisa\train\red\daySequence2--06419.jpg,red
data\lisa\train\red\daySequence2--06420.jpg,red
data\lisa\train\red\daySequence2--06421.jpg,red
data\lisa\train\red\daySequence2--06422.jpg,red
data\lisa\train\red\daySequence2--06423.jpg,red
data\lisa\train\red\daySequence2--06424.jpg,red
data\lisa\train\red\daySequence2--06425.jpg,red
data\lisa\train\red\daySequence2--06426.jpg,red
data\lisa\train\red\daySequence2--06427.jpg,red
data\lisa\train\red\daySequence2--06428.jpg,red
data\lisa\train\red\daySequence2--06429.jpg,red
data\lisa\train\red\daySequence2--06430.jpg,red
data\lisa\train\red\daySequence2--06431.jpg,red
data\lisa\train\red\daySequence2--06432.jpg,red
data\lisa\train\red\daySequence2--06433.jpg,red
data\lisa\train\red\daySequence2--06434.jpg,red
data\lisa\train\red\daySequence2--06435.jpg,red
data\lisa\train\red\daySequence2--06436.jpg,red
data\lisa\train\red\daySequence2--06437.jpg,red
data\lisa\train\red\daySequence2--06438.jpg,red
data\lisa\train\red\daySequence2--06439.jpg,red
data\lisa\train\red\daySequence2--06440.jpg,red
data\lisa\train\red\daySequence2--06441.jpg,red
data\lisa\train\red\daySequence2--06442.jpg,red
data\lisa\train\red\daySequence2--06443.jpg,red
data\lisa\train\red\daySequence2--06444.jpg,red
data\lisa\train\red\daySequence2--06445.jpg,red
data\lisa\train\red\daySequence2--06446.jpg,red
data\lisa\train\red\daySequence2--06447.jpg,red
data\lisa\train\red\daySequence2--06448.jpg,red
data\lisa\train\red\daySequence2--06449.jpg,red
data\lisa\train\red\daySequence2--06450.jpg,red
data\lisa\train\red\daySequence2--06451.jpg,red
data\lisa\train\red\daySequence2--06452.jpg,red
data\lisa\train\red\daySequence2--06453.jpg,red
data\lisa\train\red\daySequence2--06454.jpg,red
data\lisa\train\red\daySequence2--06455.jpg,red
data\lisa\train\red\daySequence2--06456.jpg,red
data\lisa\train\red\daySequence2--06457.jpg,red
data\lisa\train\red\daySequence2--06458.jpg,red
data\lisa\train\red\daySequence2--06459.jpg,red
data\lisa\train\red\daySequence2--06460.jpg,red
data\lisa\train\red\daySequence2--06461.jpg,red
data\lisa\train\red\daySequence2--06462.jpg,red
data\lisa\train\red\daySequence2--06463.jpg,red
data\lisa\train\red\daySequence2--06464.jpg,red
data\lisa\train\red\daySequence2--06465.jpg,red
data\lisa\train\red\daySequence2--06466.jpg,red
data\lisa\train\red\daySequence2--06468.jpg,red
data\lisa\train\red\daySequence2--06469.jpg,red
data\lisa\train\red\daySequence2--06470.jpg,red
data\lisa\train\red\daySequence2--06471.jpg,red
data\lisa\train\red\daySequence2--06472.jpg,red
data\lisa\train\red\daySequence2--06473.jpg,red
data\lisa\train\red\daySequence2--06474.jpg,red
data\lisa\train\red\daySequence2--06475.jpg,red
data\lisa\train\red\daySequence2--06476.jpg,red
data\lisa\train\red\daySequence2--06477.jpg,red
data\lisa\train\red\nightClip2--01455.jpg,red
data\lisa\train\red\nightClip2--01456.jpg,red
data\lisa\train\red\nightClip2--01457.jpg,red
data\lisa\train\red\nightClip2--01458.jpg,red
data\lisa\train\red\nightClip2--01459.jpg,red
data\lisa\train\red\nightClip2--01460.jpg,red
data\lisa\train\red\nightClip2--01461.jpg,red
data\lisa\train\red\nightClip2--01462.jpg,red
data\lisa\train\red\nightClip2--01463.jpg,red
data\lisa\train\red\nightClip2--01464.jpg,red
